Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current salary?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
11/1/2022 14:43:13,Australia,,,,,,,New South Wales,Graduate Engineer,,,,Bachelors Degree,,7,Design Engineer,Full Time,Structural,Private,4,110000,0,5000,0,0,0,No,30,0,50,Not compensated (Exempt),No,No,Yes,5,120000,Salary does not include superannuation,Male,80,N/A
11/1/2022 18:37:04,United States of America,,,,,,,,,Minnesota,St Paul,PE,Bachelors Degree,,325,Registered Engineer (Traffic),Full Time,Transportation,Private,7,80000,0,6000,0.05,0.02,0,Yes but I still pay a premium,16,2,40,Straight time (1.0x),No,No,No,8,120000,"ESOP contributions are not capped at a certain percentage of salary, but I looked at the last few years and calculated approximately what it was.  Corporate decides how much money goes into ESOP, then it is divided to every employee proportional to salary. But it is different every year depending on how much profit we made.",Female,,unknown
11/2/2022 8:36:05,United States of America,,,,,,,,,Connecticut,Greenwich ,EIT,Bachelors Degree,,30,Project Engineer,Full Time,Land Development,Private,5,95000,,5000,0,6,0,Yes and fully covered,13,2,40,Time and a half (1.5x),No,No,No,8,120000,,Male,0,
11/2/2022 10:38:27,United States of America,,,,,,,,,New York,Kingston,EIT,Bachelors Degree,,4,Project Engineer,Full Time,Structural,Private,4.5,68640,,600,0,3,0,Yes and fully covered,10,0,40,Straight time (1.0x),No,No,No,7,85000,,Male,0,0
11/2/2022 12:31:51,United States of America,,,,,,,,,New Jersey,Cherry Hill,PE,Bachelors Degree,,75,PE / Diver,Full Time,Structural,Private,12,100000,,0,0,5,0,Yes but I still pay a premium,15,4,50,Straight time (1.0x),No,No,No,6,150000,,Male,0,
11/2/2022 15:26:57,United States of America,,,,,,,,,Massachusetts,Boston,EIT,Bachelors Degree,AECOM,50000,Environmental Engineer II,Full Time,Environmental,Private,2,80750,,0,0,3,0,Yes but I still pay a premium,15,3,45,Straight time (1.0x),No,No,No,6,90000,,Male,80,400
11/2/2022 15:42:23,United States of America,,,,,,,,,Washington,Vancouver,EIT,Bachelors Degree,,150,Design Engineer 1,Full Time,Water Resources,Private,0,62400,0,2000,0,6,0,Yes and fully covered,14,2,40,Time and a half (1.5x),No,No,No,3,"70,000",,Male,0,0
11/2/2022 15:58:40,United States of America,,,,,,,,,Florida,Panama City,PE,Bachelors Degree,,184,Transportation Engineering Specialist (Engineer II),Full Time,Transportation,Public,8,70356,,2500,0,0,0,Yes and fully covered,23,0,40,I earn PTO,No,No,No,9,80000,I work for the local government here. Engineering head count is smaller than the total company's. We have FRS not a 401k. ,Male,160,
11/2/2022 16:02:28,United States of America,,,,,,,,,Missouri,kansas city,PE,Bachelors Degree,,400,Senior Engineer,Full Time,Transportation,Private,0,77760,,1000,0,6,0,Yes but I still pay a premium,21,2,40,Time and a half (1.5x),No,No,No,6,95000,,Male,not sure,not sure
11/2/2022 18:30:10,United States of America,,,,,,,,,Georgia,Gainesville,EIT,Bachelors Degree,,50,Staff Engineer,Full Time,Land Development,Private,1.5,60000,,1500,0,3.5,0,Yes but I still pay a premium,15,0,40,Time and a half (1.5x),Yes,No,No,3,70000,,Male,0,0
11/2/2022 18:30:59,United States of America,,,,,,,,,North Carolina,Raleigh,PE,Bachelors Degree,,~100,Project Engineer III,Full Time,Structural,Private,7,95000,0,5000,1.5,6,0,Yes and fully covered,5 sick + 15 vacation,2,45,"Overtime factored into bonus, ends up close to straight time usually",No,No,No,7,108000,,Male,0,0
11/2/2022 20:13:50,United States of America,,,,,,,,,Utah,St George,EIT,Bachelors Degree,,400+,Engineer-in-Training,Full Time,Government/Municipal,Private,4,75000,,500,0,3750,0,Yes but I still pay a premium,23,0,42,Straight time (1.0x),No,No,No,7,85000,,Male,Unknown,Unknown
11/2/2022 22:51:38,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,,2000,Senior Project Engineer,Full Time,Land Development,Private,6,85000,,3000,0,3,0,Yes but I still pay a premium,15,2,40,Straight time (1.0x),Yes,No,No,5,"110,000",,Male,120,120
11/3/2022 11:19:35,United States of America,,,,,,,,,North Carolina,Cary,PE,Bachelors Degree,,50,Project Manager,Full Time,Land Development,Private,11,98500,0,15000,2,5,0,Yes but I still pay a premium,15,0,45,Not compensated (Exempt),No,No,No,7,120000,,Male,0,0
11/3/2022 12:42:05,United States of America,,,,,,,,,Maryland,Baltimore,PE,Masters Degree,,800,Senior Project Engineer,Full Time,Transportation,Private,10,122000,,2500,0,2,0,Yes but I still pay a premium,24,2,41,Straight time (1.0x),No,No,No,3,130000,,Male,0,6 weeks at 60% pay w/ 30-day holding
11/3/2022 13:07:15,United States of America,,,,,,,,,Texas,Austin,EIT,Bachelors Degree,,3400,Engineer I,Full Time,Transportation,Public,1,71500,,0,3,1.5,0,Yes but I still pay a premium,22,1,42,Straight time (1.0x),No,No,No,7,80000,,Male,0,
11/3/2022 14:32:46,United States of America,,,,,,,,,New York,New York City,None,Masters Degree,,12,Project Manager,Full Time,Structural,Private,8,110000,,10000,0,5,0,Yes but I still pay a premium,19,2,42,Not compensated (Exempt),No,No,No,7,130000,,Male,0,60
11/3/2022 17:17:24,United States of America,,,,,,,,,Arkansas,Little Rock,EIT,Bachelors Degree,,11000,EIT,Full Time,Transportation,Private,4,74000,15000,3000,5,0,0,Yes and fully covered,15,5,40,Straight time (1.0x),No,No,No,3,115000,,Male,80,80
11/3/2022 20:16:21,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,EIT,Bachelors Degree,,500-1000,Traffic Engineer,Full Time,Transportation,Private,4.5,78000,0,0,0,2,0,Yes and fully covered,17,2,40,Straight time (1.0x),No,No,No,7,85000,,Female,,
11/4/2022 8:22:15,United States of America,,,,,,,,,Ohio,Cincinnati,PE,Bachelors Degree,,100,Support Engineer,Full Time,Construction/Field,Public,6,77500,,3000,0,4,0,Yes but I still pay a premium,15,1,40,Not compensated (Exempt),Yes,No,No,6,100000,,Male,80,80
11/4/2022 10:12:33,United States of America,,,,,,,,,Texas,Dallas,PE,Bachelors Degree,,100,Design engineer,Full Time,Transportation,Private,4.5,84000,0,5,100,3.5,0,Yes and fully covered,20,16,40,Straight time (1.0x),Yes,No,No,5,95,,Male,0,0
11/4/2022 13:28:46,Canada,,,,Ontario,Toronto,PE,,,,,,Masters Degree,,500,Design Engineer,Full Time,Structural,Private,9,68000,0,6000,0,5,0,Yes and fully covered,20,3,40,Time and a half (1.5x),Yes,No,No,5,80000,,Male,6 months,18 months
11/4/2022 19:37:57,United States of America,,,,,,,,,California,Berkeley,EIT,Bachelors Degree,,40,Project Engineer,Full Time,Construction/Field,Private,1,105000,,8000,0,4,0,Yes and fully covered,5,1,35,Not compensated (Exempt),No,No,No,7,115000,,Male,480,
11/4/2022 20:24:35,United States of America,,,,,,,,,Colorado,Denver,PE,Bachelors Degree,,45,Senior Project Manager ,Full Time,Land Development,Private,7,103500,,10350,0,3,0,Yes and fully covered,Unlimited ,Unlimited ,45,Not compensated (Exempt),No,No,No,7,125000,,Male,N/a,N/a
11/5/2022 0:11:00,United States of America,,,,,,,,,Virginia,Arlington ,None,Bachelors Degree,,70,Project Engineer,Full Time,Land Development,Private,2,70000,2500,1000,2,5,0,Yes but I still pay a premium,15,0,41,Straight time (1.0x),Yes,No,No,5,80000,,Male,0,0
11/5/2022 10:12:14,United States of America,,,,,,,,,Illinois,Chicago,EIT,Masters Degree,,2500,Engineer,Full Time,Structural,Private,3,85000,,3000,0,6,0,Yes but I still pay a premium,18,2,40,Straight time (1.0x),No,Yes,No,7,100000,,Male,56,56
11/5/2022 11:15:49,United States of America,,,,,,,,,Alabama,Tuscaloosa,None,Bachelors Degree,,350,Project professional,Full Time,Construction/Field,Private,3,62000,,500,0,4,0,Yes but I still pay a premium,120,0,50,Not compensated (Exempt),No,No,Yes,7,70000,,Male,0,80
11/5/2022 16:38:36,United States of America,,,,,,,,,Illinois,Woodridge ,None,Bachelors Degree,V3,Around 400,Project engineer I,Full Time,Construction/Field,Public,0,70000,,2000,0,6,0,Yes and fully covered,15,0,50,Straight time (1.0x),No,Yes,Yes,8,80000,,Male,Don’t know,Don’t know
11/6/2022 5:32:44,lebanon,,,,,,,,,,,,High School Diploma,,100,none,Unemployed and looking for work,Construction/Field,Private,0,0,0,0,0,0,0,No,0,0,0,Not compensated (Exempt),No,No,No,1,0,0,Male,0,0
11/6/2022 10:07:56,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,None,Bachelors Degree,,6,Project Manager,Full Time,Land Development,Private,9,60000,,0,0,0,0,Yes and fully covered,15,0,50,Time and a half (1.5x),No,No,No,7,100000,,Male,0,0
11/6/2022 18:03:37,United States of America,,,,,,,,,Ohio,Columbus,EIT,Bachelors Degree,,6000,Civil analyst,Full Time,Land Development,Private,0.3,65000,,0,0,8,0,Yes and fully covered,15,0,45,Not compensated (Exempt),No,No,No,6,80000,,Male,0,
11/6/2022 18:29:21,United States of America,,,,,,,,,Florida,Orlando,PE,Bachelors Degree,,3000,Civil engineer,Full Time,Water Resources,Private,8,93000,,0,0,0,0,Yes and fully covered,21,5,45,Straight time (1.0x),Yes,Yes,No,7,120000,,Male,0,
11/6/2022 19:51:07,United States of America,,,,,,,,,Colorado,Broomfield,EIT,Bachelors Degree,,200ish,Civil Engineer 2,Full Time,Power/Electrical,Private,0,72009,,6000,0,6,0,Yes and fully covered,21,4,25,Not compensated (Exempt),No,Yes,No,9,80000,,Male,not sure,not sure
11/6/2022 20:16:39,United States of America,,,,,,,,,New Jersey,North Jersey,EIT,Bachelors Degree,,75,Design Engineer,Full Time,Land Development,Private,3,76500,,3000,0,2,0,Yes but I still pay a premium,15,1,50,Not compensated (Exempt),No,No,No,9,90000,,Male,0,
11/7/2022 12:24:43,United States of America,,,,,,,,,Pennsylvania,Philadelphia ,EIT,Bachelors Degree,,2500,Intelligent transportation systems designer ,Full Time,Transportation,Private,2,80000,,0,0,3000,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,Yes,No,9,100000,,Male,0,0
11/7/2022 13:12:33,Canada,,,,Quebec,Montrea;,PE,,,,,,Bachelors Degree,TCI,2000,Feild engineer,Full Time,Power/Electrical,Public,1,70000,,0,0,0,0,No,30,0,40,Time and a half (1.5x),Yes,No,Yes,9,85000,,Male,200,200
11/7/2022 15:18:09,United States of America,,,,,,,,,California,Irvine,PE,Masters Degree,,220,Project Manager,Full Time,Land Development,Private,7,120000,,8000,0,10,0,Yes and fully covered,20,0-1,45,Time and a half (1.5x),No,No,No,8,150000,,Male,160,480
11/7/2022 18:34:10,United States of America,,,,,,,,,Wisconsin,Milwaukee,EIT,Bachelors Degree,Corre,100,Civil engineer ,Full Time,Construction/Field,Private,6,72000,0,0,0,0,0,Yes but I still pay a premium,17,5,45,Straight time (1.0x),No,Yes,Yes,6,95000,,Male,40,40
11/8/2022 0:33:58,United States of America,,,,,,,,,California,San Diego,PE,Bachelors Degree,,100,Project Engineer,Full Time,Water Resources,Private,8,115000,,10000,0,4,0,Yes and fully covered,20,2,50,Not compensated (Exempt),No,No,No,8,200,,Male,0,0
11/8/2022 2:07:45,United States of America,,,,,,,,,Washington,Seattle,PE,Masters Degree,,300,Data scientist,Full Time,Government/Municipal,Public,9,87600,0,1400,0,5,0,Yes but I still pay a premium,24,5,40,Not compensated (Exempt),Yes,No,No,5,105000,,Female,,540
11/8/2022 5:02:40,United Kingdom,London,London ,No,,,,,,,,,Masters Degree,,500,Civil Engineer ,Full Time,Highways and drainage,Private,4,35000,,1000,0,0,0,No,35,2,37.5,Straight time (1.0x),No,No,No,8,42000,,Female,,
11/8/2022 14:13:48,United States of America,,,,,,,,,Massachusetts,Springfield,EIT,Bachelors Degree,,400,Civil Engineer,Full Time,Construction/Field,Private,0,68000,2000,0,0,4,0,Yes but I still pay a premium,Unlimited ,0,40,Time and a half (1.5x),Yes,Yes,No,8,80000,,Male,not sure,not sure
11/8/2022 14:42:44,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,,15,Transportation Engineer,Full Time,Transportation,Private,1,62500,,0,0,6,0,Yes and fully covered,15,0,40,Time and a half (1.5x),No,Yes,No,5,68000,,Male,480,480
11/8/2022 16:30:30,United States of America,,,,,,,,,Ohio,cincinnati,EIT,Bachelors Degree,,1000,project manager,Full Time,Construction/Field,Private,0,73500,0,0,0,0,0,Yes but I still pay a premium,21,2,40,Not compensated (Exempt),No,No,No,7,88000,no,Male,40,320
11/8/2022 19:44:51,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,PE,Bachelors Degree,,200,Project Manager,Full Time,Land Development,Private,9,80000,,100000,0,4,0,Yes but I still pay a premium,20,50,50,Not compensated (Exempt),No,No,No,7,300000,"I was only able to check one box on the sectors and type of work but I work both in private and public, close to 50% for each and am involved in Land Development and Water Resources",Male,80,Unknown
11/8/2022 20:06:46,United States of America,,,,,,,,,Florida,Tampa,PE,Masters Degree,,300,Project Engineer,Full Time,Transportation,Private,10,98999,,5000,0,4,0,Yes and fully covered,80,2,45,Straight time (1.0x),Yes,Yes,No,8,120000,,Male,40,
11/8/2022 21:29:21,United States of America,,,,,,,,,Oregon,Klamath Falls,EIT,Bachelors Degree,,55,Lead Structural Designer,Full Time,Structural,Private,6,64000,,6000,0,3,0,Yes but I still pay a premium,3 Weeks,0,45,Not compensated (Exempt),No,No,No,3,75000,,Male,0,Unknown
11/8/2022 22:47:15,United States of America,,,,,,,,,New Mexico,Albuquerque ,None,Masters Degree,,12,Engineer ,Full Time,Land Development,Private,8,100000,,500,0,0,0,Yes but I still pay a premium,10,2,55,Not compensated (Exempt),No,No,No,6,110000,,Male,0,0
11/9/2022 0:19:15,Canada,,,,British Columbia,Vancouver,PE,,,,,,Bachelors Degree,,10000,Engineer,Full Time,Environmental,Private,6,100000,,0,0,3,0,Yes but I still pay a premium,15,3,40,Not compensated (Exempt),Yes,No,No,7,120000,,Female,,17 weeks
11/9/2022 5:47:18,United States of America,,,,,,,,,Missouri,Springfield ,EIT,Bachelors Degree,,250,Design Engineer,Full Time,Land Development,Private,2,70400,,1500,3,0,0,Yes but I still pay a premium,15,0/5,45,Not compensated (Exempt),Yes,No,No,6,90000,,Male,0,0
11/9/2022 6:22:05,United States of America,,,,,,,,,Texas,"Dallas, TX",EIT,Bachelors Degree,,250,Design engineer,Full Time,Transportation,Private,3,77000,,3000,0,3,0,Yes and fully covered,15,0,45,Straight time (1.0x),No,No,No,8,90000,,Female,,
11/9/2022 7:41:07,United States of America,,,,,,,,,Florida,Marianna,None,High School Diploma,,10,Cad Specialist ,Full Time,Transportation,Private,4,41000,,2000,20,50,0,Yes and fully covered,100,5,5,Time and a half (1.5x),No,Yes,No,7,60000,,Male,40,
11/9/2022 8:22:19,United States of America,,,,,,,,,Texas,Houston,EIT,Bachelors Degree,Kimley Horn,7000,Civil Analyst,Full Time,Land Development,Private,3.5,82700,22000,120000,0,18,0,Yes and fully covered,18,Flexible,45,Not compensated (Exempt),No,No,No,8,110000,,Male,80,Unsure
11/9/2022 11:18:22,United States of America,,,,,,,,,Florida,pensacola,EIT,Bachelors Degree,,"16,000+",STRUCTURAL ENGINEER 1,Full Time,Structural,Private,1,62000,0,1000,0,3,0,Yes and fully covered,15,HYBRID - VARIES DEPENDING ON MANAGER,40,"IF THE PROJECT PERMITS OVERTIME THEN WE BILL IT, OFTEN IT DOESNT ",No,Yes,No,5,"70,000",,Male,80,
11/9/2022 20:09:48,United States of America,,,,,,,,,Oregon,Salem,PE,Masters Degree,,700,Bridge Designer 2,Full Time,Structural,Private,4.5,92500,4000,9000,0,6,0,Yes and fully covered,16,1,44,Not compensated (Exempt),Yes,No,No,4,100000,,Male,10,
11/9/2022 20:13:49,United States of America,,,,,,,,,Washington,Vancouver,EIT,Bachelors Degree,Consor Engineers,1300,Bridge Inspector,Full Time,Bridges,Public,2,66560,5000,0,0,4,0,Yes but I still pay a premium,22,3,40,Straight time (1.0x),No,No,No,8,76000,,Male,80,
11/9/2022 20:19:13,United States of America,,,,,,,,,Texas,Austin,PE,Bachelors Degree,,800,Project Engineer,Full Time,Water Resources,Private,6,95000,,0,0,6,0,Yes but I still pay a premium,20,2,45,Not compensated (Exempt),No,No,No,8,105000,,Male,30,
11/9/2022 22:10:49,United States of America,,,,,,,,,Texas,Houston ,PE,Masters Degree,,10000,Bridge Engineer ,Full Time,Bridges,Private,5,113000,,0,0,6,0,Yes but I still pay a premium,0,0,0,Straight time (1.0x),Yes,Yes,Yes,1,0,,Prefer not to say,0,
11/10/2022 4:46:44,United States of America,,,,,,,,,Florida,Tampa,None,Bachelors Degree,,70,Graduate Engineer,Full Time,Water Resources,Public,1,66000,2000,3000,0,4,0,Yes and fully covered,16,3,40,Straight time (1.0x),No,No,No,7,75000,,Male,N/A,80
11/10/2022 11:43:08,United States of America,,,,,,,,,Virginia,Richmond,EIT,Bachelors Degree,,900,Civil Engineer,Full Time,Transportation,Private,1,74000,,500,0,2,0,Yes but I still pay a premium,22,2,40,Straight time (1.0x),No,Yes,No,9,93000,,Male,0,200
11/10/2022 15:09:45,United States of America,,,,,,,,,Georgia,Atlanta,EIT,Bachelors Degree,Atkins,18300,Engineer II,Full Time,Land Development,Private,2,74000,0,1000,0,6,0,Yes but I still pay a premium,14,2,40,Time and a half (1.5x),No,No,No,7,90000,"Great work life balance, needing to work overtime is rare but allowed all the time if you want to",Female,,240
11/10/2022 19:07:29,United States of America,,,,,,,,,Florida,Orlando,PE,Bachelors Degree,,6000+,Civil Engineer,Full Time,Land Development,Private,5,91500,3000,25000,0,18,0,Yes but I still pay a premium,22,0,42,Not compensated (Exempt),No,Yes,No,8,"$110,000",,Male,40,120
11/11/2022 13:19:50,United States of America,,,,,,,,,Illinois,Rosemont,EIT,Bachelors Degree,"SpaceCo, Inc",50-100,Design Engineer I/II,Full Time,Land Development,Public,2,65000,3000,10000,8,8,0,Yes and fully covered,10,1,45,Not compensated (Exempt),Yes,No,No,6,"90,000",,Male,40,120
11/11/2022 13:24:33,United States of America,,,,,,,,,Ohio,Columbus,EIT,Bachelors Degree,,500,Engineer 2,Full Time,Transportation,Private,2.5,65000,,0,0,6000,0,Yes and fully covered,20,1,40,Time and a half (1.5x),No,No,No,8,70000,,Male,0,0
11/11/2022 23:11:06,United States of America,,,,,,,,,Iowa,Des Moines,EIT,Masters Degree,,500,Graduate Engineer,Full Time,Water Resources,Public,2,70500,1000,7500,10,0,0,Yes and fully covered,17,0,43,Not compensated (Exempt),No,No,No,10,95000,,Female,,120
11/12/2022 2:54:10,United States of America,,,,,,,,,Texas,Dallas,PE,Bachelors Degree,,600,Project Engineer,Full Time,Transportation,Private,6,107000,0,0,0,4,0,Yes but I still pay a premium,30,2,40,Straight time (1.0x),No,Yes,No,10,"120,000",,Male,Not Sure,Not Sure
11/12/2022 4:14:10,United States of America,,,,,,,,,Idaho,Boise,PE,Bachelors Degree,,70,Civil Engineer,Full Time,Land Development,Private,10,80000,0,7000,0,3,0,Yes but I still pay a premium,18,3,45,Not compensated (Exempt),No,No,No,4,88000,,Male,0,0
11/12/2022 9:16:28,United States of America,,,,,,,,,Virginia,Fairfax,EIT,Bachelors Degree,,100,Principal Engineer,Full Time,Construction/Field,Public,10,95000,,1000,4,0,0,Yes and fully covered,29,3,40,Not compensated (Exempt),No,Yes,Yes,7,"$110,000",,Male,120 hrs,4 months 
11/12/2022 15:49:03,United States of America,,,,,,,,,Washington,Seattle,EIT,Masters Degree,Thornton Tomasetti ,7,Engineer,Full Time,Structural,Private,1,75000,5000,0,0,3.5,0,Yes but I still pay a premium,132,5,41,Straight time (1.0x),No,Yes,No,6,100000,,Male,320,320
11/12/2022 16:27:16,United States of America,,,,,,,,,Arkansas,Little Rock,EIT,Bachelors Degree,,30,Engineer Intern,Full Time,Water Resources,Private,2,65000,,1000,0,5,0,Yes but I still pay a premium,15,0,40,Not compensated (Exempt),No,No,No,7,75000,,Male,0,0
11/12/2022 16:45:38,United States of America,,,,,,,,,Texas,Plano,PE,Bachelors Degree,,10000,Senior civil engineer,Full Time,Power/Electrical,Private,7,100000,,4000,0,3,0,Yes and fully covered,21,5,42,Straight time (1.0x),No,Yes,No,8,125000,,Male,40,480
11/12/2022 18:22:18,United States of America,,,,,,,,,Connecticut,Hartford,PE,Masters Degree,,350,Senior Engineer 2,Full Time,Bridges,Private,13,114000,0,2000,5,4,0,Yes but I still pay a premium,25,4,40,Straight time (1.0x),No,No,No,9,130000,,Male,160,160
11/12/2022 18:41:50,Canada,,,,Ontario,Toronto,EIT,,,,,,Masters Degree,,80,Structural Engineer ,Full Time,Structural,Private,2,72000,,0,0,0,0,Yes and fully covered,16,365,40,Not compensated (Exempt),No,No,No,8,90000,,Male,0,0
11/12/2022 19:21:37,United States of America,,,,,,,,,Texas,Austin,EIT,Masters Degree,,150,Consultant ,Full Time,Structural,Private,4,85000,5000,4000,4,4,0,Yes and fully covered,25,3,30,Not compensated (Exempt),Yes,Yes,No,6,130000,,Male,0,
11/12/2022 21:16:30,Canada,,,,British Columbia,Victoria ,EIT,,,,,,Bachelors Degree,,8,Structural design eit,Full Time,Structural,Private,1,83000,0,5500,1000,0,0,Yes and fully covered,15,0,40,Straight time (1.0x),No,No,No,9,100000,No,Male,?,Na 
11/13/2022 0:05:42,United States of America,,,,,,,,,Michigan,Southfield,EIT,Masters Degree,,2500,Structural Engineer,Full Time,Structural,Private,2,65000,,0,0,2.5,0,Yes but I still pay a premium,20,5,45,Time and a half (1.5x),No,No,No,7,75000,,Male,80,
11/13/2022 1:11:16,Canada,,,,British Columbia,Vancouver,EIT,,,,,,Bachelors Degree,,650,Civil Engineer,Full Time,Bridges,Private,1,70000,,0,3,0,0,Yes and fully covered,30,3,40,Straight time (1.0x),No,No,No,7,85000,,Prefer not to say,200,200
11/13/2022 1:20:43,Canada,,,,Ontario,Burlington,PE,,,,,,Bachelors Degree,,"10,000+",Intermediate Structural Engineer,Full Time,Structural,Public,5.5,90000,,0,0,4,0,Yes and fully covered,20,5,40,Time and a half (1.5x),No,No,No,7,110000,,Male,Not sure,Not sure
11/13/2022 1:59:28,Australia,,,,,,,Queensland,Graduate Engineer,,,,Bachelors Degree,,17,Structural design engineer ,Full Time,Structural,Private,1,90000,0,0,0,8500,0,No,20,1,45,Not compensated (Exempt),No,No,No,7,100000,,Male,Not sure,Not sure
11/13/2022 3:25:54,United States of America,,,,,,,,,Washington,Seattle,PE,Masters Degree,,300,Consultant,Full Time,Structural,Private,10,130000,,10000,0,4,0,Yes but I still pay a premium,15,0,45,Not compensated (Exempt),Yes,No,No,5,140000,,Male,20,20
11/13/2022 8:43:30,United States of America,,,,,,,,,Montana,Billings,PE,Masters Degree,,10000,Roadway Engineer,Full Time,Transportation,Private,11,92000,,0,5,5,0,Yes but I still pay a premium,28,5,42,Not compensated (Exempt),No,No,No,8,110000,,Male,80,80
11/13/2022 9:54:29,Australia,,,,,,,Western Austrailia,Professional Engineer,,,,Masters Degree,,8000,Site Engineer,Full Time,Bridges,Private,2,105000,,10000,0,10000,0,No,30,0,55,Not compensated (Exempt),No,No,No,8,125000,,Male,480,480
11/13/2022 11:49:01,United States of America,,,,,,,,,Colorado,Denver,EIT,Bachelors Degree,,200,Civil Engineer I,Full Time,Power/Electrical,Private,0,71757,,0,4,4,0,Yes and fully covered,20,5,41,Not compensated (Exempt),No,No,No,9,80000,,Male,120,160
11/13/2022 13:15:00,United Kingdom,North West,Manchester,No,,,,,,,,,Masters Degree,,800+,Civil design engineer,Full Time,Water Resources,Private,3,39650,0,0,0,0,0,No,5 + 25,Flexible,40,Not compensated (Exempt),No,No,No,7,£50000,,Male,2 weeks,
11/13/2022 16:38:05,Australia,,,,,,,New South Wales,Professional Engineer,,,,Bachelors Degree,,300,Principal Track & Civil Engineer,Full Time,Railway track and structures,Private,12,215000,0,0,0,10,0,No,30,3,50,Not compensated (Exempt),Yes,No,No,4,200000,,Male,76,494
11/13/2022 17:18:01,Canada,,,,Ontario,Markham,EIT,,,,,,Bachelors Degree,SNC,5000+,Geotechnical EIT,Full Time,Geotechnical,Private,3,64000,,3000,0,4500,0,Yes and fully covered,20,3,40,Time and a half (1.5x),No,Yes,No,9,75000,,Male,100,
11/13/2022 19:50:34,United States of America,,,,,,,,,Michigan,Escanaba ,PE,Bachelors Degree,,100,Civil Engineer,Full Time,Construction/Field,Private,4,68600,,5000,5,10,0,Yes but I still pay a premium,15,3,45,Not compensated (Exempt),No,No,Yes,8,90000,,Female,,240
11/14/2022 9:38:21,United States of America,,,,,,,,,Florida,Fort Lauderdale,EIT,Bachelors Degree,,10,Project Engineer,Full Time,Land Development,Private,0,70000,0,0,0,3,0,Yes but I still pay a premium,15,0,40,Not compensated (Exempt),Yes,No,No,6,85000,,Female,,0
11/14/2022 12:38:45,Canada,,,,Quebec,Montreal,PE,,,,,,Bachelors Degree,,10000,Senior project Manager,Full Time,Government/Municipal,Public,9,120000,,0,0,0,0,Yes and fully covered,35,5,37.5,Time and a half (1.5x),No,No,No,7,180000,,Male,187.5,675
11/14/2022 13:53:49,United States of America,,,,,,,,,Illinois,Chicago ,EIT,Bachelors Degree,,2000,Engineer 1,Full Time,Land Development,Private,1,70000,5000,1500,0,3,33,Yes but I still pay a premium,18,5,45,Straight time (1.0x),Yes,No,No,5,80000,,Female,,480
11/14/2022 14:55:37,United States of America,,,,,,,,,California,Irvine,EIT,Bachelors Degree,,150,Roadway Designer,Full Time,Transportation,Private,4,84000,,3000,0,4.5,0,Yes but I still pay a premium,14,3,40,Straight time (1.0x),Yes,No,No,5,95000,,Male,1 month,1 month
11/14/2022 15:11:06,Canada,,,,Alberta,Edmonton,PE,,,,,,Masters Degree,,600,Structural design engineer,Full Time,Structural,Private,3,70000,,3000,2,0,0,Yes and fully covered,20,3,40,Time and a half (1.5x),No,No,No,8,80000,,Male,No idea,0
11/14/2022 17:21:15,United States of America,,,,,,,,,California,Bay Area,PE,Bachelors Degree,,20,Senior Engineer,Full Time,Geotechnical,Private,6,120000,,1500,0,0,0,Yes but I still pay a premium,12,3,40,Time and a half (1.5x),Yes,No,Yes,6,125000,,Male,0,0
11/14/2022 18:22:40,Canada,,,,Ontario,Mississauga,PE,,,,,,Bachelors Degree,,12000,Structural Engineer,Full Time,Structural,Private,9,96700,,3600,0,7,0,Yes but I still pay a premium,40,1,40,Straight time (1.0x),Yes,No,No,4,130000,,Male,800,
11/14/2022 18:52:56,United States of America,,,,,,,,,Wisconsin,milwaukee,None,Bachelors Degree,,200,Airport Engineer,Full Time,airport,Public,5,66000,,0,0,0,0,Yes and fully covered,20,1,40,Time and a half (1.5x),No,Yes,No,7,80000,,Male,0,0
